id,buyercode,sellercode,order_year,odai,ordered,onai,delivery_year,term,designation,category,desc,coprod,nrdel,nrdelai,delyears,buyer,seller,status,tivunit,tivorder,tivdel
8358,SIN,UK,1968,,16,,1970,N/A,Strikemaster,AC,Trainer/combat ac,L,16,X,1969-1970,Singapore,United Kingdom,N,2.5,40,40
62081,SIN,UK,2014,,12,,0,N/A,Trent-700,EN,Turbofan,L,4,X,2018,Singapore,United Kingdom,N,6,72,24
4668,SIN,UK,1968,,6,,1971,LIC,Vosper Type-A/B,SH,Patrol craft,L,6,,1970-1971,Singapore,United Kingdom,N,5.9,35.4,35.4
56012,SOM,UK,2012,X,25,X,2013,AID,AT-105 Saxon,AV,APC,L,25,X,2013,Somalia,United Kingdom,S,0.08,2,2
6535,SOM,UK,1960,X,15,X,1961,N/A,Ferret,AV,APV,L,15,X,1961,Somalia,United Kingdom,N,0.12,1.8,1.8
55864,SPA,UK,1978,,6,X,1979,N/A,Dart,EN,Turboprop,L,6,X,1979,Spain,United Kingdom,N,0.9,5.4,5.4
14404,SPA,UK,1977,,5,,1980,N/A,Harrier GR-1/AV-8A,AC,FGA aircraft,L,5,,1980,Spain,United Kingdom,N,13.77,68.85,68.85
15469,SPA,UK,1973,X,8,,1976,N/A,Harrier GR-1/AV-8A,AC,FGA aircraft,L,8,,1976,Spain,United Kingdom,N,13.77,110.16,110.16
23091,SPA,UK,1995,,56,,1999,N/A,L-118 105mm,AR,Towed gun,L,56,X,1996-1999,Spain,United Kingdom,N,0.6,33.6,33.6
29698,SPA,UK,1996,X,50,X,2000,LIC,MSTAR,GR,Ground surv radar,L,50,X,1996-2000,Spain,United Kingdom,N,0.5,25,25
37490,SPA,UK,1983,,12,X,1988,N/A,Pegasus,EN,Turbofan,L,12,X,1987-1988,Spain,United Kingdom,N,3,36,36
37491,SPA,UK,1992,,8,X,1997,N/A,Pegasus,EN,Turbofan,L,8,,1996-1997,Spain,United Kingdom,N,3,24,24
37492,SPA,UK,1999,X,1,,2000,N/A,Pegasus,EN,Turbofan,L,1,,2000,Spain,United Kingdom,N,3,3,3
50507,SPA,UK,2008,,4,,2012,N/A,Pegasus,EN,Turbofan,L,4,X,2012,Spain,United Kingdom,N,3,12,12
53670,SPA,UK,2000,,5,X,2004,N/A,Pegasus,EN,Turbofan,L,5,X,2002-2004,Spain,United Kingdom,N,3,15,15
21926,SPA,UK,1988,X,1,,1991,N/A,Racal-2459,GR,Sea search radar,L,1,,1991,Spain,United Kingdom,N,0.5,0.5,0.5
21927,SPA,UK,1988,X,4,,1992,N/A,Racal-2459,GR,Sea search radar,L,4,X,1991-1992,Spain,United Kingdom,N,0.5,2,2
25245,SPA,UK,1958,X,4,,1959,N/A,S-55,AC,Helicopter,L,4,,1959,Spain,United Kingdom,N,1.2,4.8,4.8
19520,SPA,UK,1992,,4,,2000,LIC,Sandown,SH,Minehunter,L,4,,1999-2000,Spain,United Kingdom,N,39.6,158.4,158.4
31801,SPA,UK,2001,,2,,2005,LIC,Sandown,SH,Minehunter,L,2,X,2004-2005,Spain,United Kingdom,N,39.6,79.2,79.2
4923,SPA,UK,1985,,17,,1985,N/A,Scorpion,AV,Light tank,L,17,,1985,Spain,United Kingdom,N,0.83,14.11,14.11
2533,SPA,UK,1979,X,6,,1981,N/A,Sea King HAS-5,AC,ASW helicopter,L,6,X,1980-1981,Spain,United Kingdom,N,15,90,90
24212,SPA,UK,1984,,3,,1987,N/A,Searchwater,GR,AEW radar,L,3,X,1987,Spain,United Kingdom,N,10,30,30
18599,SPA,UK,1984,,3,X,1986,N/A,Watchman,GR,Air search radar,L,3,X,1985-1986,Spain,United Kingdom,N,5,15,15
23653,SPA,UK,1985,,1,,1985,N/A,Watchman,GR,Air search radar,L,1,,1985,Spain,United Kingdom,N,5,5,5
16172,SRI,UK,1958,,1,,1958,N/A,Algerine,SH,Minesweeper,L,1,,1958,Sri Lanka,United Kingdom,S,8,8,8
6564,SRI,UK,1952,X,12,,1953,N/A,Balliol,AC,Trainer aircraft,L,12,,1953,Sri Lanka,United Kingdom,N,1.35,16.2,16.2
27085,SRI,UK,1998,X,2,X,2000,N/A,C-130H Hercules,AC,Transport aircraft,L,2,,2000,Sri Lanka,United Kingdom,R,18.48,36.96,36.96
6556,SRI,UK,1958,X,4,,1960,N/A,DH-114 Heron,AC,Light transport ac,L,4,,1959-1960,Sri Lanka,United Kingdom,N,1.5,6,6
6563,SRI,UK,1951,,12,,1953,N/A,DHC-1 Chipmunk,AC,Trainer aircraft,L,12,X,1952-1953,Sri Lanka,United Kingdom,N,0.12,1.44,1.44
6559,SRI,UK,1954,X,6,,1958,N/A,Dove,AC,Light transport ac,L,6,,1955-1958,Sri Lanka,United Kingdom,N,0.6,3.6,3.6
6547,SRI,UK,1959,X,30,X,1960,N/A,Ferret,AV,APV,L,30,X,1960,Sri Lanka,United Kingdom,S,0.048,1.44,1.44
24075,SRI,UK,1989,X,12,X,1990,N/A,Ferret,AV,APV,L,12,X,1990,Sri Lanka,United Kingdom,S,0.048,0.576,0.576
16170,SRI,UK,1955,X,1,,1955,N/A,Ford,SH,Patrol craft,L,1,,1955,Sri Lanka,United Kingdom,N,5.5,5.5,5.5
31991,SRI,UK,1998,,12,X,2001,N/A,GCM-AO3 30mm,NW,Naval gun,L,12,X,2000-2001,Sri Lanka,United Kingdom,N,1,12,12
20982,SRI,UK,1991,,2,,1991,N/A,HS-748,AC,Transport aircraft,L,2,,1991,Sri Lanka,United Kingdom,S,3.4,6.8,6.8
25256,SRI,UK,1985,X,1,,1986,N/A,HS-748,AC,Transport aircraft,L,1,,1986,Sri Lanka,United Kingdom,S,3.4,3.4,3.4
24660,SRI,UK,1986,X,9,,1988,N/A,Hussar,AV,APC,L,9,X,1987-1988,Sri Lanka,United Kingdom,N,0.14,1.26,1.26
6557,SRI,UK,1957,X,12,,1959,N/A,Jet Provost,AC,Trainer aircraft,L,12,X,1958-1959,Sri Lanka,United Kingdom,N,1.2,14.4,14.4
6562,SRI,UK,1950,X,2,X,1950,N/A,Oxford,AC,Trainer aircraft,L,2,X,1950,Sri Lanka,United Kingdom,S,0.16,0.32,0.32
6558,SRI,UK,1957,X,6,,1958,N/A,Pioneer,AC,Light aircraft,L,6,X,1957-1958,Sri Lanka,United Kingdom,N,0.38,2.28,2.28
6561,SRI,UK,1954,X,3,X,1955,N/A,S-51/H-5F,AC,Light helicopter,L,3,X,1955,Sri Lanka,United Kingdom,N,0.3,0.9,0.9
6544,SRI,UK,1971,X,18,X,1971,N/A,Saladin,AV,Armoured car,L,18,X,1971,Sri Lanka,United Kingdom,N,0.7,12.6,12.6
18798,SRI,UK,1989,X,35,X,1990,N/A,Saracen,AV,APC,L,35,X,1990,Sri Lanka,United Kingdom,S,0.08,2.8,2.8
52711,SRI,UK,1971,X,32,X,1971,N/A,Saracen,AV,APC,L,32,X,1971,Sri Lanka,United Kingdom,N,0.2,6.4,6.4
38385,SRI,UK,1975,X,10,X,1975,N/A,Shorland,AV,APV,L,10,X,1975,Sri Lanka,United Kingdom,N,0.1,1,1
8368,SUD,UK,1960,X,2,,1962,N/A,DC-3/C-47 Skytrain,AC,Transport aircraft,L,2,,1962,Sudan,United Kingdom,S,1,2,2
6582,SUD,UK,1958,X,40,X,1960,N/A,Ferret,AV,APV,L,40,X,1960,Sudan,United Kingdom,N,0.12,4.8,4.8
6572,SUD,UK,1960,X,4,,1962,N/A,Jet Provost,AC,Trainer aircraft,L,4,,1962,Sudan,United Kingdom,N,1.2,4.8,4.8
6573,SUD,UK,1961,X,8,,1961,N/A,Jet Provost,AC,Trainer aircraft,L,8,X,1961,Sudan,United Kingdom,N,1.2,9.6,9.6
6570,SUD,UK,1959,X,2,,1960,N/A,Pembroke,AC,Light transport ac,L,2,,1960,Sudan,United Kingdom,N,1.76,3.52,3.52
8367,SUD,UK,1957,X,2,,1958,N/A,Provost,AC,Trainer aircraft,L,2,,1958,Sudan,United Kingdom,N,0.38,0.76,0.76
8836,SUD,UK,1956,X,4,,1957,N/A,Provost,AC,Trainer aircraft,L,4,,1957,Sudan,United Kingdom,N,0.38,1.52,1.52
25157,SUD,UK,1960,X,3,,1961,N/A,Provost,AC,Trainer aircraft,L,3,,1961,Sudan,United Kingdom,N,0.38,1.14,1.14
6585,SUD,UK,1961,,9,X,1962,N/A,Saladin,AV,Armoured car,L,9,X,1961-1962,Sudan,United Kingdom,N,0.7,6.3,6.3
6587,SUD,UK,1964,,50,X,1965,N/A,Saracen,AV,APC,L,50,X,1964-1965,Sudan,United Kingdom,S,0.08,4,4
3242,SUD,UK,1982,X,3,,1984,N/A,Strikemaster,AC,Trainer/combat ac,L,3,,1984,Sudan,United Kingdom,N,2.5,7.5,7.5
3579,SUR,UK,1981,X,4,,1982,N/A,BN-2 Islander,AC,Light transport ac,L,4,,1982,Suriname,United Kingdom,N,0.6,2.4,2.4
31517,SWE,UK,1962,,12,,1963,N/A,A-1 Skyraider,AC,Ground attack ac,L,12,X,1962-1963,Sweden,United Kingdom,R,1.518,18.216,18.216
37678,SWE,UK,1953,X,600,X,1972,LIC,Avon,EN,Turbojet,L,600,X,1959-1972,Sweden,United Kingdom,N,1.25,750,750
37679,SWE,UK,1953,X,450,X,1960,LIC,Avon,EN,Turbojet,L,450,X,1955-1960,Sweden,United Kingdom,N,1.25,562.5,562.5
21919,SWE,UK,1961,,96,X,1965,N/A,Bloodhound-2,MI,SAM,L,96,X,1963-1965,Sweden,United Kingdom,N,0.45,43.2,43.2
21920,SWE,UK,1961,,12,,1965,N/A,Bloodhound-2,AD,SAM system,L,12,X,1963-1965,Sweden,United Kingdom,N,35,420,420
21163,SWE,UK,1970,X,78,,1973,N/A,Bulldog,AC,Trainer aircraft,L,78,X,1971-1973,Sweden,United Kingdom,N,0.22,17.16,17.16
28750,SWE,UK,1960,X,2,,1961,N/A,Canberra B-2,AC,Bomber aircraft,L,2,X,1961,Sweden,United Kingdom,R,5.61,11.22,11.22
21492,SWE,UK,1952,,450,,1958,N/A,Centurion-3,AV,Tank,L,450,X,1953-1958,Sweden,United Kingdom,N,1.35,607.5,607.5
31598,SWE,UK,1955,X,10,X,1958,N/A,Centurion ARV,AV,ARV,L,10,X,1957-1958,Sweden,United Kingdom,N,1.35,13.5,13.5
25414,SWE,UK,1992,,1,,1992,N/A,Energy Supporter,SH,Salvage ship,L,1,,1992,Sweden,United Kingdom,S,20,20,20
54233,SWE,UK,1950,X,2,X,1950,N/A,Firefly TT-1,AC,Target tow aircraft,L,2,X,1950,Sweden,United Kingdom,R,0.792,1.584,1.584
37680,SWE,UK,1946,X,661,X,1956,LIC,Ghost,EN,Turbojet,L,661,X,1950-1956,Sweden,United Kingdom,N,0.75,495.75,495.75
38114,SWE,UK,1971,,16,X,1974,N/A,Gnome,EN,Turboshaft,L,16,X,1972-1974,Sweden,United Kingdom,N,0.8,12.8,12.8
26245,SWE,UK,1960,X,5,X,1962,N/A,Green Archer,GR,Arty locating radar,L,5,X,1962,Sweden,United Kingdom,N,3,15,15
21909,SWE,UK,1954,,120,,1956,N/A,Hunter,AC,Fighter aircraft,L,120,X,1955-1956,Sweden,United Kingdom,N,3.6,432,432
53594,SWE,UK,1960,X,290,X,1971,N/A,K-60,EN,Diesel engine,L,290,X,1967-1971,Sweden,United Kingdom,N,0.02,5.8,5.8
51771,SWE,UK,2005,,2000,X,2012,N/A,NLAW,MI,Anti-tank missile,L,2000,X,2009-2012,Sweden,United Kingdom,N,0.01,20,20
21916,SWE,UK,1955,,16,X,1956,N/A,Pembroke,AC,Light transport ac,L,16,X,1956,Sweden,United Kingdom,N,1.76,28.16,28.16
38002,SWE,UK,1971,X,36,X,1975,N/A,Proteus,EN,Gas turbine,L,36,,1972-1975,Sweden,United Kingdom,N,1.5,54,54
38003,SWE,UK,1964,X,18,X,1967,N/A,Proteus,EN,Gas turbine,L,18,,1966-1967,Sweden,United Kingdom,N,1.5,27,27
51788,SWE,UK,2014,,60,X,0,LIC,Raven ES-05,GR,Combat ac radar,L,,,,Sweden,United Kingdom,N,2.5,150,0
28865,SWE,UK,1962,X,50,X,1968,N/A,Sea Cat,MI,SAM,L,50,X,1963-1968,Sweden,United Kingdom,N,0.04,2,2
1235,SWE,UK,1978,,1300,X,1984,LIC,Skyflash,MI,BVRAAM,L,1300,X,1980-1984,Sweden,United Kingdom,N,0.18,234,234
3143,SWE,UK,1978,,550,X,1988,LIC,Skyflash,MI,BVRAAM,L,550,X,1980-1988,Sweden,United Kingdom,N,0.18,99,99
52880,SWE,UK,1955,,4,,1963,N/A,Type-80,GR,Air search radar,L,4,X,1957-1963,Sweden,United Kingdom,N,4.75,19,19
30420,SWE,UK,1948,X,150,X,1952,N/A,Vampire FB-5,AC,Fighter aircraft,L,150,X,1950-1952,Sweden,United Kingdom,N,3.2,480,480
30421,SWE,UK,1950,X,110,X,1954,N/A,Vampire T-55,AC,Trainer aircraft,L,110,X,1951-1954,Sweden,United Kingdom,N,2.25,247.5,247.5
38361,SWE,UK,1953,X,1,,1953,N/A,Varsity,AC,Transport/trainer ac,L,1,,1953,Sweden,United Kingdom,N,5,5,5
21908,SWE,UK,1952,,60,X,1954,LIC,Venom NF-2,AC,Fighter aircraft,L,60,X,1953-1954,Sweden,United Kingdom,N,3.75,225,225
38918,SWI,UK,1971,X,90,X,1974,N/A,Avon,EN,Turbojet,L,90,X,1972-1974,Switzerland,United Kingdom,N,1.25,112.5,112.5
23854,SWI,UK,1980,,60,,1986,N/A,Blindfire,GR,Fire control radar,L,60,X,1982-1986,Switzerland,United Kingdom,N,2.5,150,150
21955,SWI,UK,1961,,9,,1966,N/A,Bloodhound-2,AD,SAM system,L,9,X,1964-1966,Switzerland,United Kingdom,N,35,315,315
21956,SWI,UK,1961,,204,,1966,N/A,Bloodhound-2,MI,SAM,L,204,X,1964-1966,Switzerland,United Kingdom,N,0.45,91.8,91.8
21719,SWI,UK,1957,,100,,1960,N/A,Centurion-3,AV,Tank,L,100,X,1958-1960,Switzerland,United Kingdom,N,1.35,135,135
21720,SWI,UK,1955,,100,,1957,N/A,Centurion-3,AV,Tank,L,100,X,1956-1957,Switzerland,United Kingdom,N,1.35,135,135
31596,SWI,UK,1955,X,10,X,1957,N/A,Centurion ARV,AV,ARV,L,10,X,1957,Switzerland,United Kingdom,N,1.35,13.5,13.5
36649,SWI,UK,1975,X,5,X,1976,N/A,Cymbeline,GR,Arty locating radar,L,5,X,1976,Switzerland,United Kingdom,N,2.38,11.9,11.9
26249,SWI,UK,1963,X,5,X,1965,N/A,Green Archer,GR,Arty locating radar,L,5,X,1964-1965,Switzerland,United Kingdom,N,3,15,15
18350,SWI,UK,1987,,20,,1991,LIC,Hawk-60,AC,Trainer/combat ac,L,20,,1989-1991,Switzerland,United Kingdom,N,9,180,180
21959,SWI,UK,1958,,100,,1960,N/A,Hunter,AC,Fighter aircraft,L,100,X,1958-1960,Switzerland,United Kingdom,N,3.6,360,360
21960,SWI,UK,1971,X,30,,1972,ASS,Hunter,AC,FGA aircraft,L,30,X,1971-1972,Switzerland,United Kingdom,N,4,120,120
21962,SWI,UK,1973,,30,,1976,N/A,Hunter,AC,FGA aircraft,L,30,X,1975-1976,Switzerland,United Kingdom,N,4,120,120
4304,SWI,UK,1980,,60,,1986,LIC,Rapier,AD,SAM system,L,60,X,1982-1986,Switzerland,United Kingdom,N,7,420,420
2536,SWI,UK,1980,,1200,X,1986,LIC,Rapier-1,MI,SAM,L,1200,X,1982-1986,Switzerland,United Kingdom,N,0.1,120,120
31500,SWI,UK,2002,X,2000,X,2007,LIC,Rapier-2,MI,SAM,L,2000,X,2004-2007,Switzerland,United Kingdom,N,0.14,280,280
21965,SWI,UK,1948,X,143,,1952,LIC,Vampire FB-5,AC,Fighter aircraft,L,143,,1950-1952,Switzerland,United Kingdom,N,3.2,457.6,457.6
25733,SWI,UK,1959,X,3,,1960,ASS,Vampire FB-5,AC,Fighter aircraft,L,3,,1960,Switzerland,United Kingdom,N,3.2,9.6,9.6
25930,SWI,UK,1957,,1,,1958,EVAL,Vampire NF-10,AC,Fighter aircraft,L,1,,1958,Switzerland,United Kingdom,N,3.5,3.5,3.5
25732,SWI,UK,1952,X,3,,1954,N/A,Vampire T-3,AC,Trainer aircraft,L,3,,1953-1954,Switzerland,United Kingdom,N,2.25,6.75,6.75
21966,SWI,UK,1967,X,9,,1969,N/A,Vampire T-55,AC,Trainer aircraft,L,9,,1968-1969,Switzerland,United Kingdom,R,1.485,13.365,13.365
21967,SWI,UK,1957,X,20,,1959,N/A,Vampire T-55,AC,Trainer aircraft,L,20,,1958-1959,Switzerland,United Kingdom,N,2.25,45,45
25731,SWI,UK,1955,X,7,,1956,N/A,Vampire T-55,AC,Trainer aircraft,L,7,,1956,Switzerland,United Kingdom,N,2.25,15.75,15.75
21963,SWI,UK,1951,,250,,1958,LIC,Venom,AC,Fighter aircraft,L,250,X,1952-1958,Switzerland,United Kingdom,N,3.5,875,875
19979,SWI,UK,1990,,3,,1994,N/A,Watchman,GR,Air search radar,L,3,X,1992-1994,Switzerland,United Kingdom,N,5,15,15
8388,SYR,UK,1968,X,1,,1969,N/A,B-206,AC,Light transport ac,L,1,X,1969,Syria,United Kingdom,N,0.75,0.75,0.75
6646,SYR,UK,1953,X,1,,1954,N/A,DH-89 Dragon Rapide,AC,Light transport ac,L,1,,1954,Syria,United Kingdom,S,0.232,0.232,0.232
6653,SYR,UK,1950,X,1,X,1951,N/A,F-24,AC,Light aircraft,L,1,X,1951,Syria,United Kingdom,S,0.036,0.036,0.036
53454,SYR,UK,1949,,30,X,1950,N/A,Merlin,EN,Aircraft engine,L,30,X,1950,Syria,United Kingdom,N,0.4,12,12
15703,SYR,UK,1950,,12,,1953,N/A,Meteor,AC,Fighter aircraft,L,12,X,1952-1953,Syria,United Kingdom,N,3,36,36
53430,SYR,UK,1955,X,9,,1956,N/A,Meteor,AC,Fighter aircraft,L,9,,1956,Syria,United Kingdom,S,1.2,10.8,10.8
53431,SYR,UK,1952,,2,,1952,N/A,Meteor,AC,Fighter aircraft,L,2,,1952,Syria,United Kingdom,S,1.2,2.4,2.4
28390,SYR,UK,1982,X,4,X,1982,N/A,Shorland,AV,APV,L,4,X,1982,Syria,United Kingdom,N,0.1,0.4,0.4
6648,SYR,UK,1954,X,40,,1954,N/A,Spitfire,AC,Fighter aircraft,L,40,,1954,Syria,United Kingdom,R,1.32,52.8,52.8
24842,TAI,UK,1980,X,250,X,1995,N/A,TV-8-640,EN,Diesel engine,L,250,X,1981-1995,Taiwan,United Kingdom,N,0.02,5,5
945,TAN,UK,1976,,3,,1978,N/A,HS-748,AC,Transport aircraft,L,3,X,1977-1978,Tanzania,United Kingdom,N,8.5,25.5,25.5
21771,TAN,UK,1988,X,4,X,1989,N/A,MBT Mk-3/ARV,AV,ARV,L,4,X,1989,Tanzania,United Kingdom,N,1.19,4.76,4.76
1832,TAN,UK,1978,,36,X,1980,N/A,Scorpion,AV,Light tank,L,36,X,1979-1980,Tanzania,United Kingdom,N,0.83,29.88,29.88
32945,TAN,UK,2001,,1,,2003,N/A,Watchman,GR,Air search radar,L,1,,2003,Tanzania,United Kingdom,N,5,5,5
38569,THA,UK,1996,X,9,,2001,N/A,12VP-185,EN,Diesel engine,L,9,,2000-2001,Thailand,United Kingdom,N,1.2,10.8,10.8
3326,THA,UK,1981,,100,X,1982,N/A,Blowpipe,MI,Portable SAM,L,100,X,1982,Thailand,United Kingdom,N,0.06,6,6
3580,THA,UK,1982,,50,X,1983,N/A,Blowpipe,MI,Portable SAM,L,50,X,1983,Thailand,United Kingdom,N,0.06,3,3
21278,THA,UK,1982,,50,X,1984,N/A,Blowpipe,MI,Portable SAM,L,50,X,1984,Thailand,United Kingdom,N,0.06,3,3
6766,THA,UK,1974,X,1,,1976,N/A,BN-2 Islander,AC,Light transport ac,L,1,,1976,Thailand,United Kingdom,N,0.6,0.6,0.6
51412,THA,UK,2009,,1,,2013,LIC,BVT-90,SH,OPV,L,1,,2013,Thailand,United Kingdom,N,40,40,40
52836,THA,UK,1982,,6,,1984,N/A,Dart,EN,Turboprop,L,6,,1984,Thailand,United Kingdom,N,0.9,5.4,5.4
52837,THA,UK,1985,,2,,1987,N/A,Dart,EN,Turboprop,L,2,,1987,Thailand,United Kingdom,N,0.9,1.8,1.8
56603,THA,UK,1950,X,48,,1954,N/A,DHC-1 Chipmunk,AC,Trainer aircraft,L,48,X,1951-1954,Thailand,United Kingdom,N,0.12,5.76,5.76
29538,THA,UK,1950,,12,,1950,N/A,Firefly,AC,FGA aircraft,L,12,,1950,Thailand,United Kingdom,S,0.8,9.6,9.6
23081,THA,UK,1995,,2,,1996,N/A,Jetstream-41,AC,Transport aircraft,L,2,,1995-1996,Thailand,United Kingdom,N,3.75,7.5,7.5
18263,THA,UK,1987,,3,,1992,LIC,Khamronsin,SH,Corvette,L,3,,1992,Thailand,United Kingdom,N,40,120,120
19799,THA,UK,1989,,1,,1992,LIC,Khamronsin,SH,Corvette,L,1,,1992,Thailand,United Kingdom,N,40,40,40
35252,THA,UK,2004,,22,,2006,OFFS,L-118 105mm,AR,Towed gun,L,22,X,2006,Thailand,United Kingdom,N,0.6,13.2,13.2
20209,THA,UK,1991,,2,,1992,N/A,Martello,GR,Air search radar,L,2,X,1992,Thailand,United Kingdom,N,13,26,26
15592,THA,UK,1969,,1,,1973,N/A,Rajakumarn,SH,Frigate,L,1,,1973,Thailand,United Kingdom,N,83,83,83
37289,THA,UK,2002,X,4,,2006,N/A,RK-270,EN,Diesel engine,L,4,,2005-2006,Thailand,United Kingdom,N,2.5,10,10
54480,THA,UK,2008,,2,,2012,N/A,RK-270,EN,Diesel engine,L,2,,2012,Thailand,United Kingdom,N,2.5,5,5
6759,THA,UK,1950,X,4,,1953,N/A,S-51/H-5F,AC,Light helicopter,L,4,,1951-1953,Thailand,United Kingdom,N,0.3,1.2,1.2
15575,THA,UK,1970,X,20,,1971,N/A,Saracen,AV,APC,L,20,X,1971,Thailand,United Kingdom,N,0.2,4,4
1211,THA,UK,1977,,154,,1984,N/A,Scorpion,AV,Light tank,L,154,X,1978-1984,Thailand,United Kingdom,N,0.83,127.82,127.82
8854,THA,UK,1969,,15,X,1973,N/A,Sea Cat,MI,SAM,L,15,X,1973,Thailand,United Kingdom,N,0.04,0.6,0.6
6717,THA,UK,1970,,32,,1972,N/A,Shorland,AV,APV,L,32,X,1971-1972,Thailand,United Kingdom,N,0.1,3.2,3.2
4681,THA,UK,1982,,4,,1985,N/A,Shorts-330,AC,Transport aircraft,L,4,X,1984-1985,Thailand,United Kingdom,N,4.15,16.6,16.6
25389,THA,UK,1974,X,3,,1975,POLI,Skyvan,AC,Light transport ac,L,3,X,1975,Thailand,United Kingdom,N,2.5,7.5,7.5
56604,THA,UK,1950,,30,,1950,N/A,Spitfire,AC,Fighter aircraft,L,30,,1950,Thailand,United Kingdom,S,0.8,24,24
56605,THA,UK,1954,X,4,,1954,N/A,Spitfire,AC,Fighter aircraft,L,4,,1954,Thailand,United Kingdom,S,0.8,3.2,3.2
37295,THA,UK,2012,,80,X,2013,N/A,Starstreak,MI,Portable SAM,L,80,X,2013,Thailand,United Kingdom,N,0.12,9.6,9.6
31356,THA,UK,1984,,60,X,1992,N/A,Sting Ray,MI,ASW torpedo,L,60,X,1986-1992,Thailand,United Kingdom,N,0.4,24,24
38148,THA,UK,1989,,36,X,1992,N/A,Sting Ray,MI,ASW torpedo,L,36,X,1992,Thailand,United Kingdom,N,0.4,14.4,14.4
31945,THA,UK,2001,,2,,2004,N/A,Super Lynx-300,AC,Helicopter,L,2,,2004,Thailand,United Kingdom,N,3.15,6.3,6.3
17945,TOG,UK,1986,X,12,X,1986,N/A,Scorpion-90,AV,Light tank,L,12,,1986,Togo,United Kingdom,N,1,12,12
33425,TOG,UK,1991,X,8,X,1992,N/A,Scorpion-90,AV,Light tank,L,8,X,1992,Togo,United Kingdom,N,1,8,8
37865,TOG,UK,1976,,6,X,1977,N/A,Viper,EN,Turbojet,L,6,X,1976-1977,Togo,United Kingdom,N,0.4,2.4,2.4
31732,TRI,UK,2000,,1,,2000,N/A,Island,SH,OPV,L,1,,2000,Trinidad and Tobago,United Kingdom,S,8,8,8
17340,TRI,UK,1963,X,2,,1965,N/A,Vosper-103,SH,Patrol craft,L,2,,1965,Trinidad and Tobago,United Kingdom,N,5.25,10.5,10.5
32982,TRI,UK,1970,X,2,,1972,N/A,Vosper-103,SH,Patrol craft,L,2,,1972,Trinidad and Tobago,United Kingdom,N,5.25,10.5,10.5
14859,TUN,UK,1965,X,20,X,1965,N/A,Saladin,AV,Armoured car,L,20,X,1965,Tunisia,United Kingdom,N,0.7,14,14
21329,TUN,UK,1976,X,12,,1977,N/A,Spey,EN,Turbofan,L,12,,1977,Tunisia,United Kingdom,N,2,24,24
37868,TUN,UK,1965,,8,,1965,N/A,Viper,EN,Turbojet,L,8,,1965,Tunisia,United Kingdom,N,0.4,3.2,3.2
37869,TUN,UK,1976,X,12,,1977,N/A,Viper,EN,Turbojet,L,12,,1977,Tunisia,United Kingdom,N,0.4,4.8,4.8
498,TUN,UK,1975,,2,,1977,N/A,Vosper-103,SH,Patrol craft,L,2,,1977,Tunisia,United Kingdom,N,5.25,10.5,10.5
20322,TUR,UK,1982,X,4,,1989,N/A,AWS-6 Dolphin,GR,Air/sea search radar,L,4,X,1987-1989,Turkey,United Kingdom,N,6,24,24
22641,TUR,UK,1990,X,4,,1996,N/A,AWS-6 Dolphin,GR,Air/sea search radar,L,4,,1995-1996,Turkey,United Kingdom,N,6,24,24
22642,TUR,UK,1994,X,2,,2000,N/A,AWS-6 Dolphin,GR,Air/sea search radar,L,2,,1998-2000,Turkey,United Kingdom,N,6,12,12
22639,TUR,UK,1990,X,2,,1996,N/A,AWS-9(3D),GR,Air search radar,L,2,,1995-1996,Turkey,United Kingdom,N,9,18,18
22640,TUR,UK,1994,X,2,,2000,N/A,AWS-9(3D),GR,Air search radar,L,2,,1998-2000,Turkey,United Kingdom,N,9,18,18
6810,TUR,UK,1985,,12,X,1988,N/A,Blindfire,GR,Fire control radar,L,12,X,1986-1988,Turkey,United Kingdom,N,2.5,30,30
21644,TUR,UK,1983,,12,X,1985,N/A,Blindfire,GR,Fire control radar,L,12,X,1983-1985,Turkey,United Kingdom,N,2.5,30,30
6817,TUR,UK,1971,X,2,,1972,N/A,BN-2 Islander,AC,Light transport ac,L,2,,1972,Turkey,United Kingdom,N,0.6,1.2,1.2
14169,TUR,UK,1957,,4,,1959,N/A,Milne,SH,Destroyer,L,4,,1959,Turkey,United Kingdom,R,77.55,310.2,310.2
28729,TUR,UK,1992,X,90,X,1999,SOUR,Mk-24 Tigerfish,MI,AS/ASW torpedo,L,90,X,1994-1999,Turkey,United Kingdom,N,1.8,162,162
4097,TUR,UK,1983,,36,,1985,N/A,Rapier,AD,SAM system,L,36,X,1983-1985,Turkey,United Kingdom,N,7,252,252
6812,TUR,UK,1985,,36,,1988,N/A,Rapier,AD,SAM system,L,36,X,1986-1988,Turkey,United Kingdom,N,7,252,252
4096,TUR,UK,1983,,750,X,1985,N/A,Rapier-1,MI,SAM,L,750,X,1983-1985,Turkey,United Kingdom,N,0.1,75,75
6811,TUR,UK,1985,,750,X,1988,LIC,Rapier-1,MI,SAM,L,750,X,1986-1988,Turkey,United Kingdom,N,0.1,75,75
26475,TUR,UK,1999,,840,,2010,LIC,Rapier-2,MI,SAM,L,840,X,2002-2010,Turkey,United Kingdom,N,0.14,117.6,117.6
27609,TUR,UK,1996,,78,X,2002,MOD,Rapier-2000,AD,SAM system,L,78,X,1997-2002,Turkey,United Kingdom,N,9,702,702
