id,buyercode,sellercode,order_year,odai,ordered,onai,delivery_year,term,designation,category,desc,coprod,nrdel,nrdelai,delyears,buyer,seller,status,tivunit,tivorder,tivdel
55238,BF,ALB,2011,X,12,X,2011,N/A,M-43 120mm,AR,Mortar,L,12,,2011,Burkina Faso,Albania,S,0.02,0.24,0.24
3622,ANG,ALG,1980,,4,,1980,N/A,N-262 Fregate,AC,Transport aircraft,L,4,,1980,Angola,Algeria,S,1.5,6,6
11246,NIG,ALG,1967,,2,X,1968,N/A,Il-28,AC,Bomber aircraft,L,2,X,1968,Nigeria,Algeria,S,2.88,5.76,5.76
3667,CON,ANG,1979,,1,,1979,AID,Noratlas,AC,Transport aircraft,L,1,,1979,Congo,Angola,S,2.8,2.8,2.8
3684,GBI,ANG,1980,,1,,1980,N/A,Do-27,AC,Light aircraft,L,1,,1980,Guinea-Bissau,Angola,S,0.048,0.048,0.048
33777,IVO,ANG,2002,,2,X,2002,N/A,BMP-2,AV,IFV,L,2,X,2002,Cote d'Ivoire,Angola,S,0.36,0.72,0.72
33871,IVO,ANG,2002,,2,,2002,N/A,T-55,AV,Tank,L,2,,2002,Cote d'Ivoire,Angola,S,0.5,1,1
20795,USA,ANG,1992,,250,,1992,N/A,FIM-92 Stinger,MI,Portable SAM,L,250,,1992,United States,Angola,S,0.032,8,8
31645,BOL,ARG,2006,,37,X,2006,AID,M-3/M-5 Half-track,AV,APC,L,37,X,2006,Bolivia,Argentina,S,0.06,2.22,2.22
19781,COL,ARG,1989,,3,,1990,AID,IA-58A Pucara,AC,Ground attack ac,L,3,,1990,Colombia,Argentina,S,2,6,6
60163,DEN,ARG,1988,,3,,1988,N/A,Gem,EN,Turboshaft,L,3,,1988,Denmark,Argentina,S,0.3,0.9,0.9
18434,DEN,ARG,1987,X,1,,1987,N/A,Lynx,AC,ASW helicopter,L,1,,1987,Denmark,Argentina,S,4,4,4
24488,ECU,ARG,1995,X,18,,1995,N/A,M-101A1 105mm,AR,Towed gun,L,18,,1995,Ecuador,Argentina,R,0.297,5.346,5.346
25934,HON,ARG,1980,X,60,X,1983,N/A,MO-120-M65 120mm,AR,Mortar,L,60,X,1981-1983,Honduras,Argentina,N,0.05,3,3
17327,PAR,ARG,1964,,3,,1968,N/A,Bouchard,SH,OPV,L,3,,1964-1968,Paraguay,Argentina,S,4,12,12
9788,PAR,ARG,1962,,3,,1962,N/A,CV-440,AC,Transport aircraft,L,3,,1962,Paraguay,Argentina,S,2,6,6
2842,PAR,ARG,1979,,1,,1979,AID,DC-3/C-47 Skytrain,AC,Transport aircraft,L,1,,1979,Paraguay,Argentina,S,1,1,1
9773,PAR,ARG,1970,X,1,,1972,AID,DHC-3 Otter,AC,Light transport ac,L,1,,1972,Paraguay,Argentina,S,0.32,0.32,0.32
29593,PAR,ARG,1980,,3,,1980,N/A,Firefly,AV,Tank,L,3,,1980,Paraguay,Argentina,S,0.36,1.08,1.08
9776,PAR,ARG,1966,X,1,,1967,AID,G-21 Goose,AC,Light transport ac,L,1,,1967,Paraguay,Argentina,S,0.24,0.24,0.24
20778,PAR,ARG,1972,,1,,1972,N/A,LSM,SH,Landing ship,L,1,,1972,Paraguay,Argentina,R,10.56,10.56,10.56
53100,PAR,ARG,2007,,20,,2011,AID,M-3/M-5 Half-track,AV,APC,L,20,X,2011,Paraguay,Argentina,S,0.06,1.2,1.2
29594,PAR,ARG,1982,X,6,,1982,N/A,M-4 Sherman,AV,Tank,L,6,X,1982,Paraguay,Argentina,S,0.336,2.016,2.016
25378,PAR,ARG,1975,X,10,,1976,AID,T-6 Texan,AC,Trainer aircraft,L,10,,1976,Paraguay,Argentina,S,0.128,1.28,1.28
32150,SPA,ARG,2001,,1,,2001,N/A,CH-47C Chinook,AC,Transport helicopter,L,1,,2001,Spain,Argentina,S,6,6,6
21165,SRI,ARG,1992,,4,,1994,N/A,IA-58A Pucara,AC,Ground attack ac,L,4,,1993-1994,Sri Lanka,Argentina,N,3.8,15.2,15.2
22302,URU,ARG,1979,X,3,,1979,N/A,Beech-18/C-45,AC,Light transport ac,L,3,,1979,Uruguay,Argentina,S,0.16,0.48,0.48
2877,URU,ARG,1980,,6,,1981,N/A,IA-58A Pucara,AC,Ground attack ac,L,6,,1981,Uruguay,Argentina,N,3.8,22.8,22.8
32179,URU,ARG,2000,,1,,2000,LOAN,IA-58A Pucara,AC,Ground attack ac,L,1,,2000,Uruguay,Argentina,S,2,2,2
60797,URU,ARG,2002,,1,,2002,LOAN,IA-58A Pucara,AC,Ground attack ac,L,1,,2002,Uruguay,Argentina,S,2,2,2
21630,URU,ARG,1990,X,1,,1991,N/A,PA-34 Seneca,AC,Light transport ac,L,1,,1991,Uruguay,Argentina,N,0.37,0.37,0.37
23987,URU,ARG,1993,X,1,,1994,N/A,PA-34 Seneca,AC,Light transport ac,L,1,,1994,Uruguay,Argentina,N,0.37,0.37,0.37
3332,URU,ARG,1979,,9,,1979,AID,T-28D,AC,Trainer/combat ac,L,9,,1979,Uruguay,Argentina,S,0.7,6.3,6.3
23988,URU,ARG,1969,X,2,,1970,N/A,T-6 Texan,AC,Trainer aircraft,L,2,,1970,Uruguay,Argentina,S,0.128,0.256,0.256
57015,SUD,ARM,2005,X,1,,2006,POLI,An-32,AC,Transport aircraft,L,1,,2006,Sudan,Armenia,S,4.4,4.4,4.4
27354,ISR,ARU,1996,X,1,,1996,N/A,Boeing-707,AC,Transport aircraft,L,1,,1996,Israel,Aruba,S,17.8,17.8,17.8
22260,ARG,AST,1985,X,10,,1986,N/A,Greif,AV,ARV,L,10,X,1986,Argentina,Austria,N,0.75,7.5,7.5
3095,ARG,AST,1981,,57,,1981,N/A,SK-105 Kurassier,AV,Light tank,L,57,,1981,Argentina,Austria,N,0.7,39.9,39.9
3510,ARG,AST,1978,X,93,X,1979,N/A,SK-105 Kurassier,AV,Light tank,L,93,X,1978-1979,Argentina,Austria,N,0.7,65.1,65.1
50741,ARG,AST,2006,X,4,X,2007,LIC,SK-105 Kurassier,AV,Light tank,L,4,,2007,Argentina,Austria,N,0.7,2.8,2.8
24811,BEL,AST,1997,,54,,2000,LIC,Pandur,AV,APC,L,54,X,1998-2000,Belgium,Austria,N,0.3,16.2,16.2
35472,BEL,AST,2001,X,6,,2002,LIC,Pandur,AV,APC,L,6,X,2002,Belgium,Austria,N,0.3,1.8,1.8
17356,BOL,AST,1977,X,6,,1978,N/A,4K-7FA,AV,APC,L,6,,1978,Bolivia,Austria,N,0.3,1.8,1.8
34732,BOL,AST,2009,X,9,,2010,N/A,DA40,AC,Light aircraft,L,9,,2010,Bolivia,Austria,N,0.15,1.35,1.35
22702,BOL,AST,1978,X,2,,1980,N/A,Greif,AV,ARV,L,2,X,1979-1980,Bolivia,Austria,N,0.75,1.5,1.5
2679,BOL,AST,1978,X,34,,1980,N/A,SK-105 Kurassier,AV,Light tank,L,34,X,1979-1980,Bolivia,Austria,N,0.7,23.8,23.8
31202,BOT,AST,2000,,2,,2000,N/A,4K-7FA,AV,APC,L,2,,2000,Botswana,Austria,N,0.3,0.6,0.6
27008,BOT,AST,1997,,20,,2000,N/A,SK-105 Kurassier,AV,Light tank,L,20,,2000,Botswana,Austria,N,0.7,14,14
31208,BRA,AST,2000,,1,,2001,N/A,Greif,AV,ARV,L,1,,2001,Brazil,Austria,N,0.75,0.75,0.75
31209,BRA,AST,2000,,17,,2001,N/A,SK-105 Kurassier,AV,Light tank,L,17,,2001,Brazil,Austria,N,0.7,11.9,11.9
51140,CZR,AST,2009,,107,,2013,ASS,Pandur-2,AV,APC,L,107,X,2009-2013,Czechia,Austria,N,0.27,28.89,28.89
32086,EGY,AST,2001,,4,X,2002,N/A,Camcopter S-100,AC,UAV,L,4,X,2002,Egypt,Austria,N,0.2,0.8,0.8
33000,EGY,AST,2001,,108,,2002,N/A,M-60A1 Patton-2,AV,Tank,L,108,,2002,Egypt,Austria,S,0.72,77.76,77.76
34560,FRA,AST,2005,,2,,2007,LEAS,A-340,AC,Transport aircraft,L,2,X,2006-2007,France,Austria,S,54,108,108
56957,FRA,AST,2011,X,1,,2012,EVAL,Camcopter S-100,AC,UAV,L,1,,2012,France,Austria,N,0.2,0.2,0.2
37896,FRA,AST,1999,,12,,2000,N/A,M-16,EN,Diesel engine,L,12,,2000,France,Austria,N,0.02,0.24,0.24
37023,FRG,AST,2005,,81,,2009,N/A,M-16,EN,Diesel engine,L,81,X,2007-2009,Germany,Austria,N,0.02,1.62,1.62
37024,FRG,AST,2005,,75,,2007,N/A,M-16,EN,Diesel engine,L,75,X,2005-2007,Germany,Austria,N,0.02,1.5,1.5
37893,FRG,AST,2002,,31,,2004,N/A,M-16,EN,Diesel engine,L,31,,2003-2004,Germany,Austria,N,0.02,0.62,0.62
23202,GAB,AST,1976,,6,X,1978,N/A,CM-170 Magister,AC,Trainer aircraft,L,6,X,1978,Gabon,Austria,S,0.4,2.4,2.4
35142,GAB,AST,2003,X,1,X,2004,N/A,Pandur,AV,APC,L,1,,2004,Gabon,Austria,N,0.3,0.3,0.3
51618,GHA,AST,2011,X,2,,2011,N/A,DA42MPP,AC,Reconnaissance ac,L,2,,2011,Ghana,Austria,N,0.5,1,1
53602,GHA,AST,2012,X,3,X,2012,N/A,DA42MPP,AC,Reconnaissance ac,L,3,,2012,Ghana,Austria,N,0.5,1.5,1.5
3188,GRE,AST,1981,,100,,1984,LIC,4K-4F,AV,APC,L,100,X,1982-1984,Greece,Austria,N,0.25,25,25
18442,GRE,AST,1987,,344,X,1994,LIC,4K-7FA,AV,APC,L,344,X,1988-1994,Greece,Austria,N,0.3,103.2,103.2
16806,IRA,AST,1984,,200,X,1985,ILL,CG-45 155mm,AR,Towed gun,L,200,X,1985,Iran,Austria,N,1,200,200
4169,IRQ,AST,1981,,200,X,1986,ILL,CG-45 155mm,AR,Towed gun,L,200,X,1981-1986,Iraq,Austria,N,1,200,200
3375,ISR,AST,1981,,2,,1981,N/A,S-65A/CH-53 Stallion,AC,Transport helicopter,L,2,,1981,Israel,Austria,S,4,8,8
36815,ITA,AST,2003,,146,,2010,N/A,M-16,EN,Diesel engine,L,146,X,2005-2010,Italy,Austria,N,0.02,2.92,2.92
37895,ITA,AST,2000,,2,,2001,N/A,M-16,EN,Diesel engine,L,2,,2001,Italy,Austria,N,0.02,0.04,0.04
54002,JAM,AST,2011,X,2,,2013,N/A,DA42,AC,Light aircraft,L,2,,2013,Jamaica,Austria,N,0.35,0.7,0.7
53114,JOR,AST,2010,,12,,2012,N/A,Camcopter S-100,AC,UAV,L,12,X,2011-2012,Jordan,Austria,N,0.2,2.4,2.4
55745,KUW,AST,2008,,20,X,2009,N/A,M-14,EN,Diesel engine,L,20,X,2009,Kuwait,Austria,N,0.02,0.4,0.4
24431,KUW,AST,1996,,40,X,1999,N/A,Pandur,AV,APC,L,40,X,1997-1999,Kuwait,Austria,N,0.3,12,12
32386,KUW,AST,1996,,30,X,1999,N/A,Pandur,AV,IFV,L,30,X,1998-1999,Kuwait,Austria,N,0.3,9,9
54122,KUW,AST,2010,,56,X,2014,N/A,Pandur,AV,IFV,L,56,X,2013-2014,Kuwait,Austria,N,0.3,16.8,16.8
57811,KUW,AST,2010,,24,X,2014,N/A,Pandur,AV,APC,L,24,X,2013-2014,Kuwait,Austria,N,0.3,7.2,7.2
54920,LYA,AST,2009,,4,,2011,N/A,Camcopter S-100,AC,UAV,L,4,,2011,Libya,Austria,N,0.2,0.8,0.8
18325,LYA,AST,1987,X,30,,1987,ILL,CG-45 155mm,AR,Towed gun,L,30,,1987,Libya,Austria,N,1,30,30
22824,MOR,AST,1978,X,11,,1979,N/A,Greif,AV,ARV,L,11,,1979,Morocco,Austria,N,0.75,8.25,8.25
14821,MOR,AST,1978,X,109,,1980,N/A,SK-105 Kurassier,AV,Light tank,L,109,X,1979-1980,Morocco,Austria,N,0.7,76.3,76.3
3213,NIG,AST,1984,X,75,X,1986,N/A,4K-7FA,AV,APC,L,75,X,1984-1986,Nigeria,Austria,N,0.3,22.5,22.5
3800,NIG,AST,1981,,25,X,1981,N/A,4K-7FA,AV,APC,L,25,X,1981,Nigeria,Austria,N,0.3,7.5,7.5
19124,NIG,AST,1981,,70,,1983,N/A,4K-7FA,AV,APC,L,70,,1982-1983,Nigeria,Austria,N,0.3,21,21
59037,NIG,AST,2011,X,1,X,2012,POLI,DA42MPP,AC,Reconnaissance ac,L,1,X,2012,Nigeria,Austria,N,0.5,0.5,0.5
9608,NIG,AST,1967,X,2,X,1967,N/A,S-55,AC,Helicopter,L,2,X,1967,Nigeria,Austria,S,0.48,0.96,0.96
51097,NIR,AST,2008,X,2,,2008,N/A,DA42MPP,AC,Reconnaissance ac,L,2,,2008,Niger,Austria,N,0.5,1,1
58109,OSC,AST,2014,,6,X,2015,PEAC,Camcopter S-100,AC,UAV,L,6,X,2014-2015,OSCE**,Austria,N,0.2,1.2,1.2
56908,POL,AST,2012,,5,,2013,N/A,DA20,AC,Light aircraft,L,5,X,2013,Poland,Austria,N,0.16,0.8,0.8
34255,POR,AST,2005,,158,,2016,LIC,Pandur-2,AV,APC,L,158,X,2007-2016,Portugal,Austria,N,0.27,42.66,42.66
52254,POR,AST,2005,,30,,2016,LIC,Pandur-2,AV,IFV,L,30,X,2009-2016,Portugal,Austria,N,1.02,30.6,30.6
19797,SAU,AST,1989,,5,X,1990,N/A,CG-45 155mm,AR,Towed gun,L,5,X,1990,Saudi Arabia,Austria,N,1,5,5
40074,SAU,AST,2008,X,37,X,2010,N/A,M12 120mm,AR,Mortar,L,37,,2010,Saudi Arabia,Austria,N,0.06,2.22,2.22
26005,SLO,AST,1998,,36,,2003,LIC,Pandur,AV,APC,L,36,X,1999-2003,Slovenia,Austria,N,0.3,10.8,10.8
34225,SLO,AST,2003,,36,,2007,LIC,Pandur,AV,APC,L,36,X,2004-2007,Slovenia,Austria,N,0.3,10.8,10.8
37897,SPA,AST,2000,,20,,2004,N/A,M-16,EN,Diesel engine,L,20,X,2002-2004,Spain,Austria,N,0.02,0.4,0.4
57402,SPA,AST,2003,,100,X,2013,LIC,SP30,OT,IFV turret,L,100,X,2009-2013,Spain,Austria,N,0.6,60,60
29528,SWE,AST,1990,,8,,1990,N/A,Bell-204B/UH-1B,AC,Helicopter,L,8,X,1990,Sweden,Austria,S,0.84,6.72,6.72
31826,SWE,AST,1989,,2,,1989,N/A,M-16,EN,Diesel engine,L,2,,1989,Sweden,Austria,N,0.02,0.04,0.04
37894,SWE,AST,2001,,15,,2003,N/A,M-16,EN,Diesel engine,L,15,X,2003,Sweden,Austria,N,0.02,0.3,0.3
18214,THA,AST,1987,,6,,1988,N/A,CG-45 155mm,AR,Towed gun,L,6,,1988,Thailand,Austria,N,1,6,6
23378,THA,AST,1995,,18,,1996,N/A,CG-45 155mm,AR,Towed gun,L,18,,1996,Thailand,Austria,N,1,18,18
27179,THA,AST,1997,,18,,1998,N/A,CG-45 155mm,AR,Towed gun,L,18,,1998,Thailand,Austria,N,1,18,18
50856,THA,AST,2008,,6,,2009,N/A,DA42,AC,Light aircraft,L,6,,2009,Thailand,Austria,N,0.35,2.1,2.1
51649,THA,AST,2010,X,3,,2011,N/A,DA42MPP,AC,Reconnaissance ac,L,3,X,2011,Thailand,Austria,N,0.5,1.5,1.5
52705,THA,AST,2010,,3,,2010,N/A,DA42MPP,AC,Reconnaissance ac,L,3,,2010,Thailand,Austria,N,0.5,1.5,1.5
54222,TRK,AST,2010,X,10,X,2011,N/A,Survivor-2,AV,APC,L,10,X,2011,Turkmenistan,Austria,N,0.22,2.2,2.2
25498,TUN,AST,1996,,26,,1997,N/A,M-30 107mm,AR,Mortar,L,26,,1997,Tunisia,Austria,S,0.02,0.52,0.52
491,TUN,AST,1976,,54,,1979,N/A,SK-105 Kurassier,AV,Light tank,L,54,,1979,Tunisia,Austria,N,0.7,37.8,37.8
23601,UAE,AST,2006,,60,,2010,LIC,Camcopter S-100,AC,UAV,L,60,X,2006-2010,UAE,Austria,N,0.2,12,12
51855,UGA,AST,2009,,6,,2010,VIA,Bell-206/OH-58,AC,Light helicopter,L,6,X,2009-2010,Uganda,Austria,S,0.28,1.68,1.68
56572,UK,AST,2008,,2,,2008,N/A,DA42,AC,Light aircraft,L,2,,2008,United Kingdom,Austria,N,0.35,0.7,0.7
51096,UK,AST,2008,,1,,2008,N/A,DA42MPP,AC,Reconnaissance ac,L,1,,2008,United Kingdom,Austria,N,0.5,0.5,0.5
60187,UK,AST,2010,,400,X,2013,N/A,M-16,EN,Diesel engine,L,400,X,2011-2013,United Kingdom,Austria,N,0.02,8,8
38930,UK,AST,2006,,198,X,2007,N/A,Pinzgauer 6x6,AV,APC,L,198,X,2007,United Kingdom,Austria,N,0.16,31.68,31.68
38437,USA,AST,2010,X,10,,2011,N/A,Camcopter S-100,AC,UAV,L,10,X,2010-2011,United States,Austria,N,0.2,2,2
53927,USA,AST,2009,X,20,,2009,LEAS,DA40,AC,Light aircraft,L,20,,2009,United States,Austria,N,0.15,3,3
29371,USA,AST,1999,,33,X,2007,LIC,Pandur,AV,APC,L,33,X,2000-2007,United States,Austria,N,0.3,9.9,9.9
56510,VEN,AST,2014,,24,,2015,N/A,DA40,AC,Light aircraft,L,24,X,2014-2015,Venezuela,Austria,N,0.15,3.6,3.6
57838,VEN,AST,2014,,6,,2015,N/A,DA42,AC,Light aircraft,L,6,,2014-2015,Venezuela,Austria,N,0.35,2.1,2.1
51098,VEN,AST,2008,,6,,2012,N/A,DA42MPP,AC,Reconnaissance ac,L,6,X,2009-2012,Venezuela,Austria,N,0.5,3,3
26935,YUG,AST,1962,X,500,X,1975,N/A,FAMOS,EN,Diesel engine,L,500,X,1964-1975,Yugoslavia,Austria,N,0.01,5,5
32,BRA,AUS,1972,,50,X,1980,N/A,Ikara,MI,ASW missile,L,50,X,1976-1980,Brazil,Australia,N,0.6,30,30
25537,BRU,AUS,1995,,2,,1996,N/A,Teraban,SH,Landing craft,L,2,,1996,Brunei,Australia,N,4.9,9.8,9.8
4339,CHA,AUS,1983,,1,,1983,AID,C-130B Hercules,AC,Transport aircraft,L,1,,1983,Chad,Australia,S,9.2,9.2,9.2
8185,CMB,AUS,1971,X,6,,1972,AID,DC-3/C-47 Skytrain,AC,Transport aircraft,L,6,,1972,Cambodia,Australia,S,1,6,6
17911,FJI,AUS,1992,,3,,1995,AID,ASI-315,SH,Patrol craft,L,3,,1994-1995,Fiji,Australia,N,6,18,18
58242,FJI,AUS,2014,,,,0,AID,Guardian,SH,Patrol craft,,,,,Fiji,Australia,N,7,0,0
35676,GHA,AUS,2004,,2,,2006,N/A,SB7L-360 Seeker,AC,Light aircraft,L,2,X,2006,Ghana,Australia,N,0.11,0.22,0.22
5277,IND,AUS,1970,X,10,,1971,N/A,Canberra B-2,AC,Bomber aircraft,L,10,X,1970-1971,India,Australia,S,3.4,34,34
57068,IND,AUS,2001,X,2,,2002,ASS,Thornycroft 26m,SH,Patrol craft,L,2,,2002,India,Australia,N,8.3,16.6,16.6
57069,IND,AUS,2004,X,11,,2011,LIC,Thornycroft 26m,SH,Patrol craft,L,11,X,2006-2011,India,Australia,N,8.3,91.3,91.3
3551,INS,AUS,1981,X,3,,1983,N/A,Attack,SH,Patrol craft,L,3,,1982-1983,Indonesia,Australia,R,3.96,11.88,11.88
14654,INS,AUS,1972,X,2,,1974,AID,Attack,SH,Patrol craft,L,2,,1973-1974,Indonesia,Australia,S,2.4,4.8,4.8
17592,INS,AUS,1984,X,3,,1986,N/A,Attack,SH,Patrol craft,L,3,,1985-1986,Indonesia,Australia,R,3.96,11.88,11.88
982,INS,AUS,1977,,12,,1978,AID,Bell-47/OH-13,AC,Light helicopter,L,12,,1978,Indonesia,Australia,S,0.096,1.152,1.152
58022,INS,AUS,2013,,3,,2014,N/A,Bushmaster,AV,APC,L,3,,2014,Indonesia,Australia,N,0.2,0.6,0.6
35939,INS,AUS,2013,,4,,2015,AID,C-130H Hercules,AC,Transport aircraft,L,4,X,2013-2015,Indonesia,Australia,R,18.48,73.92,73.92
5392,INS,AUS,1968,X,5,,1970,N/A,Cessna-207,AC,Light transport ac,L,5,,1970,Indonesia,Australia,S,0.096,0.48,0.48
5370,INS,AUS,1967,X,2,X,1969,N/A,Cessna-310,AC,Light aircraft,L,2,,1969,Indonesia,Australia,S,0.14,0.28,0.28
5369,INS,AUS,1967,X,5,,1969,N/A,Cessna-411,AC,Light transport ac,L,5,,1969,Indonesia,Australia,S,0.38,1.9,1.9
14666,INS,AUS,1968,X,2,,1969,N/A,Cessna-411,AC,Light transport ac,L,2,,1969,Indonesia,Australia,S,0.38,0.76,0.76
8070,INS,AUS,1973,,2,,1973,AID,DC-3/C-47 Skytrain,AC,Transport aircraft,L,2,,1973,Indonesia,Australia,S,1,2,2
8069,INS,AUS,1972,,16,X,1973,AID,F-86F Sabre,AC,Fighter aircraft,L,16,X,1973,Indonesia,Australia,S,1.4,22.4,22.4
8741,INS,AUS,1973,,6,,1976,AID,Nomad,AC,Light transport ac,L,6,,1975-1976,Indonesia,Australia,N,1.5,9,9
24556,INS,AUS,1996,,16,X,1997,N/A,Nomad,AC,Light transport ac,L,16,X,1997,Indonesia,Australia,S,0.6,9.6,9.6
24557,INS,AUS,1996,,3,X,1997,N/A,Nomad,AC,Light transport ac,L,3,X,1997,Indonesia,Australia,N,1.5,4.5,4.5
1061,INS,AUS,1977,,6,,1979,AID,Nomad Searchmaster-B,AC,MP aircraft,L,6,,1978-1979,Indonesia,Australia,N,2,12,12
2476,INS,AUS,1980,,6,,1982,AID,Nomad Searchmaster-L,AC,MP aircraft,L,6,,1981-1982,Indonesia,Australia,N,2,12,12
33817,INS,AUS,2001,,4,X,2003,N/A,Nomad Searchmaster-L,AC,MP aircraft,L,4,,2003,Indonesia,Australia,S,2,8,8
35087,IRQ,AUS,2004,,2,,2004,N/A,SB7L-360 Seeker,AC,Light aircraft,L,2,,2004,Iraq,Australia,N,0.11,0.22,0.22
58065,JAP,AUS,2014,,4,,2014,N/A,Bushmaster,AV,APC,L,4,,2014,Japan,Australia,N,0.2,0.8,0.8
39045,JOR,AUS,2006,,6,,2006,LIC,SB7L-360 Seeker,AC,Light aircraft,L,6,X,2006,Jordan,Australia,N,0.11,0.66,0.66
20846,KIR,AUS,1992,,1,,1994,AID,ASI-315,SH,Patrol craft,L,1,,1994,Kiribati,Australia,N,6,6,6
58244,KIR,AUS,2014,,,,0,AID,Guardian,SH,Patrol craft,,,,,Kiribati,Australia,N,7,0,0
20833,KUW,AUS,1991,,2,,1993,N/A,OPV-310,SH,Patrol craft,L,2,,1993,Kuwait,Australia,N,7.5,15,15
21027,KUW,AUS,1992,,2,,1993,N/A,OPV-310,SH,Patrol craft,L,2,,1993,Kuwait,Australia,N,7.5,15,15
24876,KUW,AUS,1997,,22,,1998,N/A,S-600,AV,APC,L,22,,1997-1998,Kuwait,Australia,N,0.18,3.96,3.96
8222,LAO,AUS,1970,X,3,,1971,AID,DC-3/C-47 Skytrain,AC,Transport aircraft,L,3,,1971,Laos,Australia,S,1,3,3
35180,LES,AUS,2003,X,1,,2004,N/A,GA-8 Airvan,AC,Light aircraft,L,1,,2004,Lesotho,Australia,N,0.24,0.24,0.24
24470,MAL,AUS,2000,X,3,,2001,LIC,Eagle-ARV,AC,UAV/light aircraft,L,3,,2001,Malaysia,Australia,N,0.23,0.69,0.69
8972,MAL,AUS,1969,,10,,1969,AID,F-86F Sabre,AC,Fighter aircraft,L,10,,1969,Malaysia,Australia,R,2.31,23.1,23.1
8973,MAL,AUS,1970,X,6,,1971,AID,F-86F Sabre,AC,Fighter aircraft,L,6,,1971,Malaysia,Australia,R,2.31,13.86,13.86
20828,MAR,AUS,1989,,1,,1991,N/A,ASI-315,SH,Patrol craft,L,1,,1991,Marshall Islands,Australia,N,6,6,6
58250,MAR,AUS,2014,,,,0,AID,Guardian,SH,Patrol craft,,,,,Marshall Islands,Australia,N,7,0,0
20822,MIC,AUS,1989,,2,,1990,AID,ASI-315,SH,Patrol craft,L,2,,1990,Micronesia,Australia,N,6,12,12
25312,MIC,AUS,1997,,1,,1997,AID,ASI-315,SH,Patrol craft,L,1,,1997,Micronesia,Australia,N,6,6,6
58248,MIC,AUS,2014,,,,0,AID,Guardian,SH,Patrol craft,,,,,Micronesia,Australia,N,7,0,0
6161,NEP,AUS,1970,X,2,X,1971,VIP,DC-3/C-47 Skytrain,AC,Transport aircraft,L,2,X,1971,Nepal,Australia,S,1,2,2
38937,NET,AUS,2006,,25,,2006,N/A,Bushmaster,AV,APC,L,25,,2006,Netherlands,Australia,N,0.2,5,5
40334,NET,AUS,2007,,11,X,2008,N/A,Bushmaster,AV,APC,L,11,X,2007-2008,Netherlands,Australia,N,0.2,2.2,2.2
50317,NET,AUS,2008,,13,,2008,N/A,Bushmaster,AV,APC,L,13,,2008,Netherlands,Australia,N,0.2,2.6,2.6
51101,NET,AUS,2009,,14,,2009,N/A,Bushmaster,AV,APC,L,14,X,2009,Netherlands,Australia,N,0.2,2.8,2.8
51102,NET,AUS,2009,,9,,2009,N/A,Bushmaster,AV,APC,L,9,,2009,Netherlands,Australia,N,0.2,1.8,1.8
52954,NET,AUS,2009,,14,,2009,N/A,Bushmaster,AV,APC,L,14,,2009,Netherlands,Australia,N,0.2,2.8,2.8
61785,NET,AUS,1962,,2,,1962,N/A,DC-3/C-47 Skytrain,AC,Transport aircraft,L,2,,1962,Netherlands,Australia,S,1,2,2
4449,NZ,AUS,1984,,10,,1984,N/A,A-4E Skyhawk,AC,FGA aircraft,L,10,,1984,New Zealand,Australia,S,3.6,36,36
18010,NZ,AUS,1988,,1,,1989,AID,ASI-315,SH,Patrol craft,L,1,,1989,New Zealand,Australia,N,6,6,6
14249,NZ,AUS,1952,,4,,1952,AID,Bathurst,SH,Minesweeper/corvette,L,4,,1952,New Zealand,Australia,S,9,36,36
58246,NZ,AUS,2014,,,,0,AID,Guardian,SH,Patrol craft,,,,,New Zealand,Australia,N,7,0,0
56684,NZ,AUS,2013,,20,X,2015,N/A,Penguin-2,MI,Anti-ship missile,L,20,X,2014-2015,New Zealand,Australia,N,0.75,15,15
31772,NZ,AUS,2004,,2,,2010,LIC,Tenix-1600,SH,OPV,L,2,,2010,New Zealand,Australia,N,22,44,44
24364,NZ,AUS,2004,,4,,2009,LIC,Tenix-340,SH,Patrol craft,L,4,,2009,New Zealand,Australia,N,14,56,56
19993,PAK,AUS,1990,,45,,1991,N/A,Mirage-3E,AC,FGA aircraft,L,45,X,1990-1991,Pakistan,Australia,S,4.48,201.6,201.6
24129,PAL,AUS,1995,,1,,1996,AID,ASI-315,SH,Patrol craft,L,1,,1996,Palau,Australia,N,6,6,6
58249,PAL,AUS,2014,,,,0,AID,Guardian,SH,Patrol craft,,,,,Palau,Australia,N,7,0,0
16859,PAP,AUS,1985,,4,,1989,AID,ASI-315,SH,Patrol craft,L,4,,1987-1989,Papua New Guinea,Australia,N,6,24,24
19377,PAP,AUS,1975,X,5,,1975,AID,Attack,SH,Patrol craft,L,5,,1975,Papua New Guinea,Australia,S,2.4,12,12
20960,PAP,AUS,1975,,2,,1975,AID,Balikpapan,SH,Landing craft,L,2,,1975,Papua New Guinea,Australia,N,8,16,16
58889,PAP,AUS,2014,,1,,2014,AID,Balikpapan,SH,Landing craft,L,1,,2014,Papua New Guinea,Australia,S,3.2,3.2,3.2
19636,PAP,AUS,1989,,4,,1990,AID,Bell-205/UH-1H,AC,Helicopter,L,4,X,1990,Papua New Guinea,Australia,S,1.048,4.192,4.192
21981,PAP,AUS,1974,,4,,1975,AID,DC-3/C-47 Skytrain,AC,Transport aircraft,L,4,,1975,Papua New Guinea,Australia,S,1,4,4
